"Time (s) Brass","Position (m) Brass","Force (N) Brass","Speed (mm/min) Brass","Time (s) Black Coupon #1 {bad}","Position (m) Black Coupon #1 {bad}","Force (N) Black Coupon #1 {bad}","Speed (mm/min) Black Coupon #1 {bad}","Time (s) Clear Coupon","Position (m) Clear Coupon","Force (N) Clear Coupon","Speed (mm/min) Clear Coupon","Time (s) Blue Coupon","Position (m) Blue Coupon","Force (N) Blue Coupon","Speed (mm/min) Blue Coupon","Time (s) Orange Coupon","Position (m) Orange Coupon","Force (N) Orange Coupon","Speed (mm/min) Orange Coupon","Time (s) Short I-beam #1","Position (m) Short I-beam #1","Force (N) Short I-beam #1","Speed (mm/min) Short I-beam #1","Time (s) Short I-beam #2","Position (m) Short I-beam #2","Force (N) Short I-beam #2","Speed (mm/min) Short I-beam #2","Time (s) Long I-beam #1","Position (m) Long I-beam #1","Force (N) Long I-beam #1","Speed (mm/min) Long I-beam #1","Time (s) Long I-beam #2","Position (m) Long I-beam #2","Force (N) Long I-beam #2","Speed (mm/min) Long I-beam #2","Time (s) Polyethylene #1","Position (m) Polyethylene #1","Force (N) Polyethylene #1","Speed (mm/min) Polyethylene #1","Time (s) Polyethylene #2","Position (m) Polyethylene #2","Force (N) Polyethylene #2","Speed (mm/min) Polyethylene #2","Time (s) Polyethylene #3","Position (m) Polyethylene #3","Force (N) Polyethylene #3","Speed (mm/min) Polyethylene #3","Time (s) Black coupon #2","Position (m) Black coupon #2","Force (N) Black coupon #2","Speed (mm/min) Black coupon #2"
,,,,,,,,171.400,0.03977,63,26.66,,,,,,,,,,,,,,,,,,,,,,,,,171.400,0.19061,145,30.52,,,,,,,,,,,,
,,,,,,,,171.600,0.03988,64,27.12,,,,,,,,,,,,,,,,,,,,,,,,,171.600,0.19066,138,31.80,,,,,,,,,,,,
,,,,,,,,171.800,0.03997,65,26.72,,,,,,,,,,,,,,,,,,,,,,,,,171.800,0.19077,137,40.87,,,,,,,,,,,,
,,,,,,,,172.000,0.04005,65,26.27,,,,,,,,,,,,,,,,,,,,,,,,,172.000,0.19097,143,48.26,,,,,,,,,,,,
,,,,,,,,172.200,0.04015,64,26.80,,,,,,,,,,,,,,,,,,,,,,,,,172.200,0.19112,146,51.10,,,,,,,,,,,,
,,,,,,,,172.400,0.04023,65,26.80,,,,,,,,,,,,,,,,,,,,,,,,,172.400,0.19129,147,55.10,,,,,,,,,,,,
,,,,,,,,172.600,0.04032,65,26.08,,,,,,,,,,,,,,,,,,,,,,,,,172.600,0.19148,148,60.91,,,,,,,,,,,,
,,,,,,,,172.800,0.04041,64,25.27,,,,,,,,,,,,,,,,,,,,,,,,,172.800,0.19171,149,65.11,,,,,,,,,,,,
,,,,,,,,173.000,0.04049,64,24.50,,,,,,,,,,,,,,,,,,,,,,,,,173.000,0.19191,150,61.85,,,,,,,,,,,,
,,,,,,,,173.200,0.04056,65,25.05,,,,,,,,,,,,,,,,,,,,,,,,,173.200,0.19215,150,54.51,,,,,,,,,,,,
,,,,,,,,173.400,0.04065,65,27.00,,,,,,,,,,,,,,,,,,,,,,,,,173.400,0.19227,142,53.01,,,,,,,,,,,,
,,,,,,,,173.600,0.04074,65,29.87,,,,,,,,,,,,,,,,,,,,,,,,,173.600,0.19244,142,58.64,,,,,,,,,,,,
,,,,,,,,173.800,0.04085,66,31.68,,,,,,,,,,,,,,,,,,,,,,,,,173.800,0.19269,147,68.97,,,,,,,,,,,,
,,,,,,,,174.000,0.04097,65,31.86,,,,,,,,,,,,,,,,,,,,,,,,,174.000,0.19291,149,74.74,,,,,,,,,,,,
,,,,,,,,174.200,0.04106,65,31.77,,,,,,,,,,,,,,,,,,,,,,,,,174.200,0.19318,149,76.31,,,,,,,,,,,,
,,,,,,,,174.400,0.04117,65,31.57,,,,,,,,,,,,,,,,,,,,,,,,,174.400,0.19344,148,74.59,,,,,,,,,,,,
,,,,,,,,174.600,0.04129,65,31.25,,,,,,,,,,,,,,,,,,,,,,,,,174.600,0.19368,147,68.26,,,,,,,,,,,,
,,,,,,,,174.800,0.04138,65,31.26,,,,,,,,,,,,,,,,,,,,,,,,,174.800,0.19390,145,62.11,,,,,,,,,,,,
,,,,,,,,175.000,0.04148,65,33.44,,,,,,,,,,,,,,,,,,,,,,,,,175.000,0.19409,140,61.76,,,,,,,,,,,,
,,,,,,,,175.200,0.04160,63,36.40,,,,,,,,,,,,,,,,,,,,,,,,,175.200,0.19428,140,66.62,,,,,,,,,,,,
,,,,,,,,175.400,0.04173,64,36.90,,,,,,,,,,,,,,,,,,,,,,,,,175.400,0.19454,143,75.56,,,,,,,,,,,,
,,,,,,,,175.600,0.04185,65,34.60,,,,,,,,,,,,,,,,,,,,,,,,,175.600,0.19478,143,86.66,,,,,,,,,,,,
,,,,,,,,175.800,0.04196,62,30.94,,,,,,,,,,,,,,,,,,,,,,,,,175.800,0.19510,145,96.29,,,,,,,,,,,,
,,,,,,,,176.000,0.04206,61,28.44,,,,,,,,,,,,,,,,,,,,,,,,,176.000,0.19546,151,104.00,,,,,,,,,,,,
,,,,,,,,176.200,0.04214,61,28.76,,,,,,,,,,,,,,,,,,,,,,,,,176.200,0.19579,149,106.90,,,,,,,,,,,,
,,,,,,,,176.400,0.04224,60,29.96,,,,,,,,,,,,,,,,,,,,,,,,,176.400,0.19617,144,106.07,,,,,,,,,,,,
,,,,,,,,176.600,0.04236,60,30.37,,,,,,,,,,,,,,,,,,,,,,,,,176.600,0.19652,144,106.72,,,,,,,,,,,,
,,,,,,,,176.800,0.04244,61,30.31,,,,,,,,,,,,,,,,,,,,,,,,,176.800,0.19685,144,105.46,,,,,,,,,,,,
,,,,,,,,177.000,0.04255,62,31.18,,,,,,,,,,,,,,,,,,,,,,,,,177.000,0.19725,141,101.80,,,,,,,,,,,,
,,,,,,,,177.200,0.04266,61,32.07,,,,,,,,,,,,,,,,,,,,,,,,,177.200,0.19755,143,97.80,,,,,,,,,,,,
,,,,,,,,177.400,0.04277,60,31.94,,,,,,,,,,,,,,,,,,,,,,,,,177.400,0.19785,145,95.05,,,,,,,,,,,,
,,,,,,,,177.600,0.04287,61,31.73,,,,,,,,,,,,,,,,,,,,,,,,,177.600,0.19820,143,91.48,,,,,,,,,,,,
,,,,,,,,177.800,0.04298,60,30.95,,,,,,,,,,,,,,,,,,,,,,,,,177.800,0.19850,140,81.77,,,,,,,,,,,,
,,,,,,,,178.000,0.04308,59,28.62,,,,,,,,,,,,,,,,,,,,,,,,,178.000,0.19873,139,72.49,,,,,,,,,,,,
,,,,,,,,178.200,0.04317,59,27.26,,,,,,,,,,,,,,,,,,,,,,,,,178.200,0.19895,134,68.82,,,,,,,,,,,,
,,,,,,,,178.400,0.04325,59,27.46,,,,,,,,,,,,,,,,,,,,,,,,,178.400,0.19920,136,72.46,,,,,,,,,,,,
,,,,,,,,178.600,0.04336,59,28.87,,,,,,,,,,,,,,,,,,,,,,,,,178.600,0.19941,137,79.70,,,,,,,,,,,,
,,,,,,,,178.800,0.04344,61,29.19,,,,,,,,,,,,,,,,,,,,,,,,,178.800,0.19972,140,86.76,,,,,,,,,,,,
,,,,,,,,179.000,0.04355,60,27.38,,,,,,,,,,,,,,,,,,,,,,,,,179.000,0.20002,144,90.29,,,,,,,,,,,,
,,,,,,,,179.200,0.04364,59,26.95,,,,,,,,,,,,,,,,,,,,,,,,,179.200,0.20032,142,89.10,,,,,,,,,,,,
,,,,,,,,179.400,0.04371,59,27.23,,,,,,,,,,,,,,,,,,,,,,,,,179.400,0.20062,141,88.04,,,,,,,,,,,,
,,,,,,,,179.600,0.04382,59,28.02,,,,,,,,,,,,,,,,,,,,,,,,,179.600,0.20091,142,90.16,,,,,,,,,,,,
,,,,,,,,179.800,0.04391,61,28.23,,,,,,,,,,,,,,,,,,,,,,,,,179.800,0.20120,146,94.95,,,,,,,,,,,,
,,,,,,,,180.000,0.04400,60,27.78,,,,,,,,,,,,,,,,,,,,,,,,,180.000,0.20154,145,100.48,,,,,,,,,,,,
,,,,,,,,180.200,0.04410,59,29.55,,,,,,,,,,,,,,,,,,,,,,,,,180.200,0.20188,142,101.27,,,,,,,,,,,,
,,,,,,,,180.400,0.04419,61,32.50,,,,,,,,,,,,,,,,,,,,,,,,,180.400,0.20223,141,97.66,,,,,,,,,,,,
,,,,,,,,180.600,0.04431,61,34.04,,,,,,,,,,,,,,,,,,,,,,,,,180.600,0.20253,141,95.91,,,,,,,,,,,,
,,,,,,,,180.800,0.04444,61,34.75,,,,,,,,,,,,,,,,,,,,,,,,,180.800,0.20284,141,97.18,,,,,,,,,,,,
,,,,,,,,181.000,0.04453,60,33.99,,,,,,,,,,,,,,,,,,,,,,,,,181.000,0.20319,142,98.90,,,,,,,,,,,,
,,,,,,,,181.200,0.04466,59,33.23,,,,,,,,,,,,,,,,,,,,,,,,,181.200,0.20352,139,97.51,,,,,,,,,,,,
,,,,,,,,181.400,0.04477,60,33.97,,,,,,,,,,,,,,,,,,,,,,,,,181.400,0.20383,143,94.76,,,,,,,,,,,,
,,,,,,,,181.600,0.04487,59,33.96,,,,,,,,,,,,,,,,,,,,,,,,,181.600,0.20415,140,94.17,,,,,,,,,,,,
,,,,,,,,181.800,0.04501,58,34.75,,,,,,,,,,,,,,,,,,,,,,,,,181.800,0.20446,138,94.50,,,,,,,,,,,,
,,,,,,,,182.000,0.04510,59,33.67,,,,,,,,,,,,,,,,,,,,,,,,,182.000,0.20478,139,93.36,,,,,,,,,,,,
,,,,,,,,182.200,0.04523,58,32.13,,,,,,,,,,,,,,,,,,,,,,,,,182.200,0.20509,138,93.43,,,,,,,,,,,,
,,,,,,,,182.400,0.04532,58,32.02,,,,,,,,,,,,,,,,,,,,,,,,,182.400,0.20538,137,93.03,,,,,,,,,,,,
,,,,,,,,182.600,0.04543,57,31.18,,,,,,,,,,,,,,,,,,,,,,,,,182.600,0.20572,138,92.25,,,,,,,,,,,,
,,,,,,,,182.800,0.04554,59,30.07,,,,,,,,,,,,,,,,,,,,,,,,,182.800,0.20601,138,92.17,,,,,,,,,,,,
,,,,,,,,183.000,0.04563,59,27.87,,,,,,,,,,,,,,,,,,,,,,,,,183.000,0.20631,137,93.16,,,,,,,,,,,,
,,,,,,,,183.200,0.04572,57,27.17,,,,,,,,,,,,,,,,,,,,,,,,,183.200,0.20664,140,95.27,,,,,,,,,,,,
,,,,,,,,183.400,0.04581,57,28.18,,,,,,,,,,,,,,,,,,,,,,,,,183.400,0.20696,140,96.57,,,,,,,,,,,,
,,,,,,,,183.600,0.04591,57,28.55,,,,,,,,,,,,,,,,,,,,,,,,,183.600,0.20727,140,96.08,,,,,,,,,,,,
,,,,,,,,183.800,0.04601,58,28.37,,,,,,,,,,,,,,,,,,,,,,,,,183.800,0.20761,138,93.61,,,,,,,,,,,,
,,,,,,,,184.000,0.04609,59,28.46,,,,,,,,,,,,,,,,,,,,,,,,,184.000,0.20791,137,90.65,,,,,,,,,,,,
,,,,,,,,184.200,0.04619,58,30.21,,,,,,,,,,,,,,,,,,,,,,,,,184.200,0.20819,138,89.34,,,,,,,,,,,,
,,,,,,,,184.400,0.04629,59,32.05,,,,,,,,,,,,,,,,,,,,,,,,,184.400,0.20850,141,90.80,,,,,,,,,,,,
,,,,,,,,184.600,0.04641,58,33.48,,,,,,,,,,,,,,,,,,,,,,,,,184.600,0.20880,138,91.06,,,,,,,,,,,,
,,,,,,,,184.800,0.04651,59,34.81,,,,,,,,,,,,,,,,,,,,,,,,,184.800,0.20911,137,90.43,,,,,,,,,,,,
,,,,,,,,185.000,0.04664,58,35.28,,,,,,,,,,,,,,,,,,,,,,,,,185.000,0.20941,137,92.33,,,,,,,,,,,,
,,,,,,,,185.200,0.04676,58,34.85,,,,,,,,,,,,,,,,,,,,,,,,,185.200,0.20971,139,95.00,,,,,,,,,,,,
,,,,,,,,185.400,0.04687,58,33.09,,,,,,,,,,,,,,,,,,,,,,,,,185.400,0.21005,138,99.86,,,,,,,,,,,,
,,,,,,,,185.600,0.04698,57,32.64,,,,,,,,,,,,,,,,,,,,,,,,,185.600,0.21037,138,100.05,,,,,,,,,,,,
,,,,,,,,185.800,0.04708,58,32.12,,,,,,,,,,,,,,,,,,,,,,,,,185.800,0.21075,136,94.51,,,,,,,,,,,,
,,,,,,,,186.000,0.04720,57,31.65,,,,,,,,,,,,,,,,,,,,,,,,,186.000,0.21101,138,88.90,,,,,,,,,,,,
,,,,,,,,186.200,0.04729,57,31.37,,,,,,,,,,,,,,,,,,,,,,,,,186.200,0.21129,136,87.84,,,,,,,,,,,,
,,,,,,,,186.400,0.04740,56,30.94,,,,,,,,,,,,,,,,,,,,,,,,,186.400,0.21160,137,91.85,,,,,,,,,,,,
,,,,,,,,186.600,0.04751,56,31.26,,,,,,,,,,,,,,,,,,,,,,,,,186.600,0.21192,137,92.68,,,,,,,,,,,,
,,,,,,,,186.800,0.04760,57,31.69,,,,,,,,,,,,,,,,,,,,,,,,,186.800,0.21222,136,90.33,,,,,,,,,,,,
,,,,,,,,187.000,0.04771,57,32.17,,,,,,,,,,,,,,,,,,,,,,,,,187.000,0.21252,136,91.65,,,,,,,,,,,,
,,,,,,,,187.200,0.04783,57,32.26,,,,,,,,,,,,,,,,,,,,,,,,,187.200,0.21280,141,94.47,,,,,,,,,,,,
,,,,,,,,187.400,0.04793,57,30.97,,,,,,,,,,,,,,,,,,,,,,,,,187.400,0.21317,136,95.29,,,,,,,,,,,,
,,,,,,,,187.600,0.04804,56,29.19,,,,,,,,,,,,,,,,,,,,,,,,,187.600,0.21346,140,93.95,,,,,,,,,,,,
,,,,,,,,187.800,0.04813,57,27.25,,,,,,,,,,,,,,,,,,,,,,,,,187.800,0.21377,137,92.00,,,,,,,,,,,,
,,,,,,,,188.000,0.04821,57,27.01,,,,,,,,,,,,,,,,,,,,,,,,,188.000,0.21409,137,92.12,,,,,,,,,,,,
,,,,,,,,188.200,0.04829,57,30.43,,,,,,,,,,,,,,,,,,,,,,,,,188.200,0.21439,139,93.64,,,,,,,,,,,,
,,,,,,,,188.400,0.04841,57,33.84,,,,,,,,,,,,,,,,,,,,,,,,,188.400,0.21469,138,95.53,,,,,,,,,,,,
,,,,,,,,188.600,0.04854,57,34.26,,,,,,,,,,,,,,,,,,,,,,,,,188.600,0.21504,137,95.08,,,,,,,,,,,,
,,,,,,,,188.800,0.04864,57,32.77,,,,,,,,,,,,,,,,,,,,,,,,,188.800,0.21534,139,92.71,,,,,,,,,,,,
,,,,,,,,189.000,0.04874,58,31.35,,,,,,,,,,,,,,,,,,,,,,,,,189.000,0.21563,139,90.19,,,,,,,,,,,,
,,,,,,,,189.200,0.04886,57,31.25,,,,,,,,,,,,,,,,,,,,,,,,,189.200,0.21595,138,90.74,,,,,,,,,,,,
,,,,,,,,189.400,0.04895,57,30.42,,,,,,,,,,,,,,,,,,,,,,,,,189.400,0.21624,138,90.54,,,,,,,,,,,,
,,,,,,,,189.600,0.04906,57,28.93,,,,,,,,,,,,,,,,,,,,,,,,,189.600,0.21655,137,90.38,,,,,,,,,,,,
,,,,,,,,189.800,0.04915,57,28.14,,,,,,,,,,,,,,,,,,,,,,,,,189.800,0.21684,140,91.06,,,,,,,,,,,,
,,,,,,,,190.000,0.04924,57,27.17,,,,,,,,,,,,,,,,,,,,,,,,,190.000,0.21715,138,90.73,,,,,,,,,,,,
,,,,,,,,190.200,0.04933,57,27.78,,,,,,,,,,,,,,,,,,,,,,,,,190.200,0.21746,136,91.44,,,,,,,,,,,,
,,,,,,,,190.400,0.04942,58,29.68,,,,,,,,,,,,,,,,,,,,,,,,,190.400,0.21775,137,91.88,,,,,,,,,,,,
,,,,,,,,190.600,0.04953,58,31.83,,,,,,,,,,,,,,,,,,,,,,,,,190.600,0.21807,136,92.16,,,,,,,,,,,,
,,,,,,,,190.800,0.04964,58,33.15,,,,,,,,,,,,,,,,,,,,,,,,,190.800,0.21837,140,86.91,,,,,,,,,,,,
,,,,,,,,191.000,0.04975,58,33.38,,,,,,,,,,,,,,,,,,,,,,,,,191.000,0.21868,137,75.21,,,,,,,,,,,,
,,,,,,,,191.200,0.04986,59,32.14,,,,,,,,,,,,,,,,,,,,,,,,,191.200,0.21889,135,59.39,,,,,,,,,,,,
,,,,,,,,191.400,0.04998,58,31.22,,,,,,,,,,,,,,,,,,,,,,,,,191.400,0.21907,130,46.96,,,,,,,,,,,,
,,,,,,,,191.600,0.05006,57,32.21,,,,,,,,,,,,,,,,,,,,,,,,,191.600,0.21917,127,41.92,,,,,,,,,,,,
,,,,,,,,191.800,0.05018,57,33.28,,,,,,,,,,,,,,,,,,,,,,,,,191.800,0.21933,127,38.39,,,,,,,,,,,,
,,,,,,,,192.000,0.05030,57,33.87,,,,,,,,,,,,,,,,,,,,,,,,,192.000,0.21946,128,31.71,,,,,,,,,,,,
,,,,,,,,192.200,0.05039,58,35.23,,,,,,,,,,,,,,,,,,,,,,,,,192.200,0.21955,123,20.89,,,,,,,,,,,,
,,,,,,,,192.400,0.05052,59,38.02,,,,,,,,,,,,,,,,,,,,,,,,,192.400,0.21959,119,10.94,,,,,,,,,,,,
,,,,,,,,192.600,0.05067,58,40.18,,,,,,,,,,,,,,,,,,,,,,,,,192.600,0.21962,117,5.47,,,,,,,,,,,,
,,,,,,,,192.800,0.05079,59,41.82,,,,,,,,,,,,,,,,,,,,,,,,,192.800,0.21961,117,3.26,,,,,,,,,,,,
,,,,,,,,193.000,0.05092,59,43.31,,,,,,,,,,,,,,,,,,,,,,,,,193.000,0.21964,115,2.87,,,,,,,,,,,,
,,,,,,,,193.200,0.05110,58,43.59,,,,,,,,,,,,,,,,,,,,,,,,,193.200,0.21964,115,3.87,,,,,,,,,,,,
,,,,,,,,193.400,0.05123,57,40.45,,,,,,,,,,,,,,,,,,,,,,,,,193.400,0.21965,114,4.19,,,,,,,,,,,,
,,,,,,,,193.600,0.05136,56,36.66,,,,,,,,,,,,,,,,,,,,,,,,,193.600,0.21968,112,4.78,,,,,,,,,,,,
,,,,,,,,193.800,0.05147,57,34.77,,,,,,,,,,,,,,,,,,,,,,,,,193.800,0.21968,111,3.40,,,,,,,,,,,,
,,,,,,,,194.000,0.05159,56,33.54,,,,,,,,,,,,,,,,,,,,,,,,,194.000,0.21970,110,2.14,,,,,,,,,,,,
,,,,,,,,194.200,0.05169,57,32.07,,,,,,,,,,,,,,,,,,,,,,,,,194.200,0.21969,110,1.87,,,,,,,,,,,,
,,,,,,,,194.400,0.05181,56,30.07,,,,,,,,,,,,,,,,,,,,,,,,,194.400,0.21971,109,1.59,,,,,,,,,,,,
,,,,,,,,194.600,0.05189,56,29.90,,,,,,,,,,,,,,,,,,,,,,,,,194.600,0.21971,109,0.58,,,,,,,,,,,,
,,,,,,,,194.800,0.05199,57,32.82,,,,,,,,,,,,,,,,,,,,,,,,,194.800,0.21971,109,0.44,,,,,,,,,,,,
,,,,,,,,195.000,0.05211,57,36.55,,,,,,,,,,,,,,,,,,,,,,,,,195.000,0.21970,110,1.31,,,,,,,,,,,,
,,,,,,,,195.200,0.05225,57,38.22,,,,,,,,,,,,,,,,,,,,,,,,,195.200,0.21973,107,0.44,,,,,,,,,,,,
,,,,,,,,195.400,0.05237,58,37.51,,,,,,,,,,,,,,,,,,,,,,,,,195.400,0.21972,108,-1.02,,,,,,,,,,,,
,,,,,,,,195.600,0.05250,57,35.13,,,,,,,,,,,,,,,,,,,,,,,,,195.600,0.21970,110,-2.32,,,,,,,,,,,,
,,,,,,,,195.800,0.05261,56,34.07,,,,,,,,,,,,,,,,,,,,,,,,,195.800,0.21971,109,0.15,,,,,,,,,,,,
,,,,,,,,196.000,0.05271,56,35.33,,,,,,,,,,,,,,,,,,,,,,,,,196.000,0.21970,110,2.76,,,,,,,,,,,,
,,,,,,,,196.200,0.05284,56,39.11,,,,,,,,,,,,,,,,,,,,,,,,,196.200,0.21973,107,2.18,,,,,,,,,,,,
,,,,,,,,196.400,0.05297,56,41.54,,,,,,,,,,,,,,,,,,,,,,,,,196.400,0.21973,107,0.43,,,,,,,,,,,,
,,,,,,,,196.600,0.05312,57,41.53,,,,,,,,,,,,,,,,,,,,,,,,,196.600,0.21971,109,-0.44,,,,,,,,,,,,
,,,,,,,,196.800,0.05325,57,39.80,,,,,,,,,,,,,,,,,,,,,,,,,196.800,0.21972,108,0.88,,,,,,,,,,,,
,,,,,,,,197.000,0.05339,56,36.57,,,,,,,,,,,,,,,,,,,,,,,,,197.000,0.21973,107,1.46,,,,,,,,,,,,
,,,,,,,,197.200,0.05350,56,34.65,,,,,,,,,,,,,,,,,,,,,,,,,197.200,0.21973,107,0.59,,,,,,,,,,,,
,,,,,,,,197.400,0.05361,56,34.79,,,,,,,,,,,,,,,,,,,,,,,,,197.400,0.21973,107,-0.59,,,,,,,,,,,,
,,,,,,,,197.600,0.05373,56,36.81,,,,,,,,,,,,,,,,,,,,,,,,,197.600,0.21973,107,-0.29,,,,,,,,,,,,
,,,,,,,,197.800,0.05386,56,37.87,,,,,,,,,,,,,,,,,,,,,,,,,197.800,0.21972,108,1.18,,,,,,,,,,,,
,,,,,,,,198.000,0.05398,56,38.01,,,,,,,,,,,,,,,,,,,,,,,,,198.000,0.21974,107,1.18,,,,,,,,,,,,
,,,,,,,,198.200,0.05411,57,38.32,,,,,,,,,,,,,,,,,,,,,,,,,198.200,0.21975,105,0.88,,,,,,,,,,,,
,,,,,,,,198.400,0.05424,58,38.99,,,,,,,,,,,,,,,,,,,,,,,,,198.400,0.21972,108,0.29,,,,,,,,,,,,
,,,,,,,,198.600,0.05437,57,39.03,,,,,,,,,,,,,,,,,,,,,,,,,198.600,0.21975,106,0.14,,,,,,,,,,,,
,,,,,,,,198.800,0.05451,57,38.10,,,,,,,,,,,,,,,,,,,,,,,,,198.800,0.21974,106,-0.74,,,,,,,,,,,,
,,,,,,,,199.000,0.05463,57,37.39,,,,,,,,,,,,,,,,,,,,,,,,,199.000,0.21973,107,-1.62,,,,,,,,,,,,
,,,,,,,,199.200,0.05475,56,38.50,,,,,,,,,,,,,,,,,,,,,,,,,199.200,0.21972,108,-1.18,,,,,,,,,,,,
,,,,,,,,199.400,0.05488,58,39.28,,,,,,,,,,,,,,,,,,,,,,,,,199.400,0.21974,107,-0.59,,,,,,,,,,,,
,,,,,,,,199.600,0.05502,57,38.28,,,,,,,,,,,,,,,,,,,,,,,,,199.600,0.21972,108,0.29,,,,,,,,,,,,
,,,,,,,,199.800,0.05513,57,37.60,,,,,,,,,,,,,,,,,,,,,,,,,199.800,0.21973,107,1.77,,,,,,,,,,,,
,,,,,,,,200.000,0.05526,58,38.61,,,,,,,,,,,,,,,,,,,,,,,,,200.000,0.21974,106,1.91,,,,,,,,,,,,
,,,,,,,,200.200,0.05540,57,39.93,,,,,,,,,,,,,,,,,,,,,,,,,200.200,0.21975,105,-0.15,,,,,,,,,,,,
,,,,,,,,200.400,0.05553,56,39.74,,,,,,,,,,,,,,,,,,,,,,,,,200.400,0.21973,107,-1.03,,,,,,,,,,,,
,,,,,,,,200.600,0.05565,57,40.49,,,,,,,,,,,,,,,,,,,,,,,,,200.600,0.21973,107,-0.45,,,,,,,,,,,,
,,,,,,,,200.800,0.05579,57,42.76,,,,,,,,,,,,,,,,,,,,,,,,,200.800,0.21974,106,0.15,,,,,,,,,,,,
,,,,,,,,201.000,0.05595,58,43.53,,,,,,,,,,,,,,,,,,,,,,,,,201.000,0.21974,107,0.30,,,,,,,,,,,,
,,,,,,,,201.200,0.05610,57,40.23,,,,,,,,,,,,,,,,,,,,,,,,,201.200,0.21973,107,0.00,,,,,,,,,,,,
,,,,,,,,201.400,0.05622,57,35.61,,,,,,,,,,,,,,,,,,,,,,,,,201.400,0.21974,106,0.15,,,,,,,,,,,,
,,,,,,,,201.600,0.05632,56,34.07,,,,,,,,,,,,,,,,,,,,,,,,,201.600,0.21973,107,0.00,,,,,,,,,,,,
,,,,,,,,201.800,0.05643,56,36.06,,,,,,,,,,,,,,,,,,,,,,,,,201.800,0.21974,106,0.74,,,,,,,,,,,,
,,,,,,,,202.000,0.05657,57,38.96,,,,,,,,,,,,,,,,,,,,,,,,,202.000,0.21974,107,1.18,,,,,,,,,,,,
,,,,,,,,202.200,0.05670,57,39.64,,,,,,,,,,,,,,,,,,,,,,,,,202.200,0.21975,105,0.15,,,,,,,,,,,,
,,,,,,,,202.400,0.05683,57,38.95,,,,,,,,,,,,,,,,,,,,,,,,,202.400,0.21974,106,0.00,,,,,,,,,,,,
,,,,,,,,202.600,0.05696,57,38.91,,,,,,,,,,,,,,,,,,,,,,,,,202.600,0.21974,106,0.30,,,,,,,,,,,,
,,,,,,,,202.800,0.05709,58,38.86,,,,,,,,,,,,,,,,,,,,,,,,,202.800,0.21975,105,0.30,,,,,,,,,,,,
,,,,,,,,203.000,0.05722,57,39.37,,,,,,,,,,,,,,,,,,,,,,,,,203.000,0.21975,106,-0.15,,,,,,,,,,,,
,,,,,,,,203.200,0.05734,57,39.78,,,,,,,,,,,,,,,,,,,,,,,,,203.200,0.21974,107,-0.30,,,,,,,,,,,,
,,,,,,,,203.400,0.05749,57,39.23,,,,,,,,,,,,,,,,,,,,,,,,,203.400,0.21975,105,-1.03,,,,,,,,,,,,
,,,,,,,,203.600,0.05762,57,38.44,,,,,,,,,,,,,,,,,,,,,,,,,203.600,0.21974,106,-0.58,,,,,,,,,,,,
,,,,,,,,203.800,0.05773,57,37.47,,,,,,,,,,,,,,,,,,,,,,,,,203.800,0.21972,108,-0.44,,,,,,,,,,,,
,,,,,,,,204.000,0.05787,57,38.68,,,,,,,,,,,,,,,,,,,,,,,,,204.000,0.21975,105,0.59,,,,,,,,,,,,
,,,,,,,,204.200,0.05799,57,39.60,,,,,,,,,,,,,,,,,,,,,,,,,204.200,0.21973,107,-0.01,,,,,,,,,,,,
,,,,,,,,204.400,0.05814,57,39.55,,,,,,,,,,,,,,,,,,,,,,,,,204.400,0.21974,106,-0.15,,,,,,,,,,,,
,,,,,,,,204.600,0.05825,58,38.27,,,,,,,,,,,,,,,,,,,,,,,,,204.600,0.21973,107,0.00,,,,,,,,,,,,
,,,,,,,,204.800,0.05839,56,36.67,,,,,,,,,,,,,,,,,,,,,,,,,204.800,0.21975,105,0.45,,,,,,,,,,,,
,,,,,,,,205.000,0.05850,57,38.63,,,,,,,,,,,,,,,,,,,,,,,,,205.000,0.21972,108,0.89,,,,,,,,,,,,
,,,,,,,,205.200,0.05863,58,42.85,,,,,,,,,,,,,,,,,,,,,,,,,205.200,0.21976,105,0.59,,,,,,,,,,,,
,,,,,,,,205.400,0.05879,58,46.97,,,,,,,,,,,,,,,,,,,,,,,,,205.400,0.21974,106,-0.45,,,,,,,,,,,,
,,,,,,,,205.600,0.05896,59,46.49,,,,,,,,,,,,,,,,,,,,,,,,,205.600,0.21975,106,-0.44,,,,,,,,,,,,
,,,,,,,,205.800,0.05911,57,42.49,,,,,,,,,,,,,,,,,,,,,,,,,205.800,0.21973,107,0.71,,,,,,,,,,,,
,,,,,,,,206.000,0.05924,57,40.21,,,,,,,,,,,,,,,,,,,,,,,,,206.000,0.21976,104,1.12,,,,,,,,,,,,
,,,,,,,,206.200,0.05936,58,39.94,,,,,,,,,,,,,,,,,,,,,,,,,206.200,0.21974,106,-0.07,,,,,,,,,,,,
,,,,,,,,206.400,0.05951,57,40.63,,,,,,,,,,,,,,,,,,,,,,,,,206.400,0.21976,105,-1.66,,,,,,,,,,,,
,,,,,,,,206.600,0.05964,57,41.13,,,,,,,,,,,,,,,,,,,,,,,,,206.600,0.21973,107,-0.45,,,,,,,,,,,,
,,,,,,,,206.800,0.05977,57,42.13,,,,,,,,,,,,,,,,,,,,,,,,,206.800,0.21974,106,0.29,,,,,,,,,,,,
